id,name,birthday,birthplace,thumb,summary
1914,Dorothy Adams,1/8/1900,"Hannah, North Dakota, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Dorothy Adams was an actress who had a successful Hollywood career. Adams's earliest roles were in film, including ""Broadway Musketeers""  (1938), the Myron McCormick documentary ""The Fight For Life""  (1940) and ""The Devil Commands""  (1941). She also appeared in ""The Shepherd of the Hills""  (1941) with John Wayne, ""Bedtime Story""  (1941) with Fredric March and ""Lady Gangster""  (1942). Her film career continued throughout the forties in productions like ""Fallen Angel""  (1946), ""Sentimental Journey""  (1946) and the drama ""The Best Years of Our Lives""  (1946) with Fredric March. She also appeared in the Don Ameche drama ""That's My Man""  (1947). Toward the end of her career, she continued to act in the Jack Martin Smith dramatic adaptation ""The Man in the Gray Flannel Suit""  (1956), the Frank Sinatra western ""Johnny Concho""  (1956) and ""These Wilder Years""  (1956). She also appeared in ""The Ten Commandments""  (1956) and the Van Heflin western ""Gunman's Walk""  (1958). Adams was most recently credited in ""Jonah from Tonga""  (HBO, 2013-14).  Adams was married to Bryan Foulger. Adams passed away in March 1988 at the age of 88."
1915,James Flavin,5/14/1906,"Portland, Maine, USA",https://resizing.flixster.com/NyQuGFFoRm6DiMFIYvjPY3-9S54=/218x280/v2/https://flxt.tmsimg.com/assets/101692_v9_ba.jpg,"The Irish cop is a stereotypical character who appears in numerous films in the 1930s, '40s, and '50s. James Flavin is one of the reasons this character became ingrained in the public's consciousness. Flavin appeared in more than 400 films in a career that stretched over half a century, frequently playing policemen or other authority figures, often in uncredited roles. In reality only a quarter Irish, Flavin was a former West Point student who fell into acting in 1929 while living in Portland, Maine. Flavin tried to break into the New York Theater but had more success when he ventured west to work in the film industry. He landed the lead in the now-lost '32 serial ""The Airmail Mystery,"" but it was to be his only leading role. Instead, Flavin was ubiquitous in tiny roles, including small parts in the '33 version of ""King Kong"" (playing a ship's mate) and John Ford's classic ""The Grapes of Wrath"" (playing a guard). Television was also kind to Flavin; he made over 100 appearances between the mid-'50s and the mid-'70s. His final role was one of his more prestigious: playing President Dwight D. Eisenhower in the '76 TV docudrama ""Francis Gary Powers: The True Story of the U-2 Spy Incident."" Flavin died in '76, a few weeks before his wife Lucille Brown, who had been his leading lady in his first film, 54 years earlier."
1916,Clyde Fillmore,1876-10-25,"McConnelsville, Ohio, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1917,Ralph Dunn,5/23/1900,"Titusville, Pennsylvania, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Ralph Dunn was an actor who had a successful Hollywood career. Dunn's early acting career consisted of roles in various films, such as ""Desperate Trails""  (1939) with Johnny Mack Brown, ""The Lone Ranger Rides Again""  (1939) and ""The Green Hornet""  (1940) with Gordon Jones. He also appeared in ""The Lady From Cheyenne""  (1941), the musical comedy ""In the Navy""  (1941) with Bud Abbott and ""Sun Valley Serenade""  (1941). His film career continued throughout the forties in productions like the Gary Cooper comedy ""Along Came Jones""  (1945), ""Escape in the Fog""  (1945) and the Humphrey Bogart crime picture ""Conflict""  (1945). He also appeared in ""Dick Tracy""  (1945). Nearing the end of his career, he tackled roles in ""Too Many Winners""  (1947), ""Dragnet""  (1947) and the John Garfield crime adaptation ""Force of Evil""  (1948). He also appeared in the thriller ""The Big Clock""  (1948) with Ray Milland and ""Canon City""  (1948). Dunn more recently acted in the dramatic adaptation ""Black Like Me""  (1964) with John Whitmore.   Dunn passed away in February 1968 at the age of 68."
1918,Grant Mitchell,1874-06-17,"Columbus, Ohio, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1919,Kathleen Howard,1884-07-27,"Clifton, Ontario, Canada",https://resizing.flixster.com/kF0Bkr34iAx6go6zl6GaBJ7814g=/218x280/v2/https://flxt.tmsimg.com/assets/229142_v9_ba.jpg,
1920,Otto Preminger,12/5/1905,"Vienna, Austria",https://resizing.flixster.com/Snq_YtztaWS8ylo7kHMdCmBHdt0=/218x280/v2/https://flxt.tmsimg.com/assets/49368_v9_ba.jpg,"Along with his fellow Austrian ̩migr̩ Erich von Stroheim, Otto Preminger enjoyed a long reign in Hollywood as the quintessence of the dictatorial European auteur. With his theatre work in Vienna having attracted attention from Broadway and Tinseltown, Preminger sailed to America in 1935 to begin a long relationship with Twentieth Century Fox. Preminger directed several films before leaving Hollywood for New York, where his stage work drew critical huzzahs and a return ticket to Hollywood. This time Preminger scored with the proto-noir ""Laura"" (1944), which netted him an Oscar nomination. A string of stylish thrillers, including ""Black Angel"" (1945) and ""Where the Sidewalk Ends"" (1950), established him as a world-class filmmaker. Dying in 1986 from the ravages of Alzheimer's disease, Preminger's legacy endured, due to the legend of his larger-than-life personality, his unforgettable physical presence, and the films he had created during his lifetime."
1921,Jay Dratler,9/14/1911,"New York, New York, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1922,Samuel Hoffenstein,1890-10-09,"Kera, Russia",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"During his Hollywood career, Samuel Hoffenstein wrote a variety of screenplays. Hoffenstein began his writing career for film with such titles as the Phillips Holmes crime adaptation ""An American Tragedy""  (1931). He was nominated for an Academy Award for ""Dr. Jekyll and Mr. Hyde"" in 1932. After receiving this honor, Hoffenstein wrote scripts for the Charles Laughton dramatic adaptation ""White Woman""  (1933) and ""Song of Songs""  (1933).  Toward the end of his career, Hoffenstein wrote ""Flesh and Fantasy""  (1943) with Charles Boyer. Hoffenstein was most recently credited in the drama ""Give My Regards to Broadway""  (1948) with Dan Dailey. He followed this recognition with scripts for ""Sentimental Journey""  (1946) and the Charles Boyer comedy ""Cluny Brown""  (1946).   Hoffenstein passed away in October 1947 at the age of 57."
1923,Elizabeth Reinhardt,3/21/1909,"Ohio, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1924,David Raksin,8/4/1912,"Philadelphia, Pennsylvania, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Best known for his haunting scores for ""Laura"" (1944) and the Vincente Minnelli melodramas, ""The Bad and the Beautiful"" (1944) and ""Two Weeks in Another Town"" (1962), Raksin began his film career as the music arranger for Charlie Chaplin's ""Modern Times"" (1936). He has also composed for the stage, radio, TV (""Wagon Train,"" ""Life With Father,"" ""Father of the Bride,"" ""Ben Casey"" and ""Medical Center""), symphony orchestras and chamber ensembles."
1925,Joseph LaShelle,7/9/1900,"Los Angeles, California, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,"Spent 14 years as a camera operator for Arthur Miller before graduating to director of photography in 1943. La Shelle excelled at sleazy, noirish compositions, doing outstanding work in the 1940s, with directors such as Otto Preminger and Henry King, and 60s, especially with Billy Wilder. He also shot several episodes of TV's ""The Twilight Zone."""
1926,Louis R. Loeffler,1897-02-24,"New York, New York, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1927,Leland Fuller,1899-02-16,"Riverside, California, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1928,Bonnie Cashin,9/28/1915,"Oakland, California, USA",/assets/pizza-pie/images/poster_default.c8c896e70c3.gif,
1929,Tom Holland,6/1/1996,"Kingston-upon-Thames, Surrey, England, UK",https://resizing.flixster.com/c4CA_VOVWFgrHSu_58X62pmmj0k=/218x280/v2/https://flxt.tmsimg.com/assets/733885_v9_bb.jpg,"Talented actor-dancer Tom Holland was discovered in a London hip-hop dance class by choreographers for ""Billy Elliot,"" which led to intensive training and a supporting role in the musical before he took on the title role in 2008. He received stellar reviews for his turn in the show, which then led to his casting as a brave son aiding his mother (Naomi Watts) in finding his father (Ewan McGregor) and brothers in the wake of the 2004 Asian tsunami in ""The Impossible."" Critical response was again overwhelmingly in favor of Holland, who was soon mentioned in critical circles as a serious contender for the Best Actor Oscar. Holland soon graduated to starring roles in other features, including taking over the role of Spider-Man as the character was integrated into the Marvel Cinematic Universe, underscoring his status as a star in the making in two distinctly different mediums. Born Thomas Stanley Holland in the southwest London borough of Kingston upon Thames, England on June 1, 1996, Tom Holland was the eldest of four sons by comedian Dominic Anthony Holland and his wife, Nicola. Tom attended Donhead Prep School before entering Wimbledon College. While there, he took a hip-hop dance class, where choreographer Lynne Page first spotted him. An associate of Peter Darling, who choreographed both the film version of ""Billy Elliot"" (2003) and its musical adaptation, Page put Holland through two years of training before he made his West End debut as Billy's best friend, Michael, in ""Billy Elliot the Musical"" in 2008. He soon advanced to the title role, winning rave reviews for his acting and dancing skills before departing the show in 2010 after performing for both Prime Minister Gordon Brown and the musical's composer, Elton John. In 2011, Holland was cast as Ewan McGregor and Naomi Watts' son in ""The Impossible"" (2012), a harrowing drama about a Spanish couple and their children caught in the devastating 2004 Indian Ocean tsunami. Critics singled out his performance - his first acting turn in front of a camera - with near universal praise, as well as the Hollywood Spotlight Award from the Hollywood Film Awards. Coverage in Variety and Screen International included Holland in features about up-and-coming young actors, while Summit Entertainment, which distributed ""The Impossible,"" was reportedly campaigning to submit Holland for the Best Actor Oscar over McGregor. He was subsequently cast in a voiceover role for the Japanese animated film ""Arriety"" (2011) and earned his first starring role in ""How I Live Now"" (2013), a post-apocalyptic drama based on the novel of the same name by Meg Rossoff and co-starring Saorise Ronan. Holland next appeared in the miniseries ""Wolf Hall"" (BBC 2015), based on the historical bestseller by Hilary Mantel. In July 2015, Holland was announced as the next Spider-Man, with his character popping up in a cameo in ""Captain America: Civil War"" (2016) before the release of ""Spider-Man: Homecoming"" (2017). In between, Holland co-starred in the drama ""Edge of Winter"" (2016), adolescent fantasy ""A Monster Calls"" (2016), and adventure drama ""The Lost City of Z"" (2016) before starring in Irish-made medieval drama ""Pilgrimage"" (2017)."
